SKU#,Description,Local Description,Unit,Qty From,QtyTo,Quote Price,Foc,Discount Percent,Discount Amount,TaxType,TaxRate,Vendor SKU#,Comment,
'12010040,LEMONGRASS,ตะไคร้,PCS,,,1,,,,N,0,,,
'14060007,QUAIL EGG 50 PCS(132312),ไข่นกกระทาดิบ 50 ฟอง(132312),PCS,,,2,,,,N,0,,,
'12000017,LEMON FRUIT,มะนาวแป้น(ผิวสวยๆ),PCS,,,5,,,,N,0,,,
'12010100,KAFFIRLIME,ลูกมะกรูด,PCS,,,5,,,,N,0,,,
'14060006,EGG SALTED,ไข่เค็มดิบ,PCS,,,8,,,,N,0,,,
'14060003,BOILED EGG SALTED,ไข่เค็มสุก,PCS,,,8,,,,N,0,,,
'14060005,DUCK EGG,ไข่เป็ด,PCS,,,8,,,,N,0,,,
'14060004,CENTURY EGG,ไข่เยี่ยวม้า,PCS,,,9,,,,N,0,,,
'15150007,BEAN CURE YELLOW,เต้าหู้เหลืองแผ่น,PCS,,,10,,,,N,0,,,
'15150002,BEAN CURD WHITE,เต้าหู้ขาวแผ่น,PCS,,,10,,,,N,0,,,
'15150001,BEAN CURD TUBE  EGG,เต้าหู้หลอดไข่,PCS,,,10,,,,N,0,,,
16020020,ขนมเต่าโบราณ(อังกู๊),ขนมเต่าโบราณ(อังกู๊),Pcs,,,10,,,,N,0,,,
16020018,ขนมถ้วยฟู(ฮวดโก้ย),ขนมถ้วยฟู(ฮวดโก้ย),Pcs,,,10,,,,N,0,,,
'16020017,ขนมสอดไส้,ขนมสอดไส้,PCS,,,10,,,,N,0,,,
15150013,เต้าหู้แผ่นขาว(ห่อใบตอง),เต้าหู้แผ่นขาว(ห่อใบตอง),Pcs,,,11,,,,N,0,,,
'12010141,MANGO CREST,ยอดมะม่วงหิมพานต์,BUNDLE,,,15,,,,N,0,,,
'12010084,YOD MUN POO,ยอดมันปู,BUNDLE,,,15,,,,N,0,,,
'15060020,เคยปลา,เคยปลา,PACK,,,15,,,,N,0,,,
'12000001,APPLE GREEN,แอปเปิ้ลเขียว(6 ลูก/กก.),PCS,,,15,,,,N,0,,,
16020019,ขนมเข่ง,ขนมเข่ง,Pcs,,,15,,,,N,0,,,
'16020006,KANOM  POOYFAI,ขนมปุยฝ้าย,PCS,,,15,,,,N,0,,,
'12010005,BEANSPROUTS CLEANED,ถั่วงอก,KG,,,16,,,,N,0,,,
'12010047,MARROW VAGETABLE,ฟักเขียว,KG,,,17,,,,N,0,,,
'15010175,ไตปลายาคูล,ไตปลายาคูล,BTL,,,18,,,,N,0,,,
'12000025,PAPAYA RAW,มะละกอดิบ,KG,,,18,,,,N,0,,,
'12010143,MUSHROOM ENOKI(KHEM THONG)(200G./PACK ),เห็ดเข็มทอง(200G./PACK ),PACK,,,18,,,,N,0,,,
'12010054,MUSHROOM SHIMEJI WHITE,เห็ดชิเมจิขาว,PACK,,,18,,,,N,0,,,
'12010053,MUSHROOM SHIMEJI BLACK,เห็ดชิเมจิดำ,PACK,,,18,,,,N,0,,,
'12010077,TOMATO RED,มะเขือเทศท้อ,KG,,,19,,,,N,0,,,
'12010147,PAK GROOD ( EDIBIE FERN ),ผักกูด,BUNDLE,,,20,,,,N,0,,,
'12010166,ยอดกระถิน,ยอดกระถิน,BUNDLE,,,20,,,,N,0,,,
'15010164,TOMATO SAUCE U-CHEF 145 G. (1x10)(834882),ปลาป๋องในซอสมะเขือเทศยูเซฟ 145ก.(1x10)(834882),PACK,,,20,,,,N,0,,,
'12010010,CARROT,แครอท,KG,,,21,,,,N,0,,,
'12010159,YAM BEAN WHOLE,มันแกวหัว,KG,,,22,,,,N,0,,,
'15040007,THAI VERMICELLI,ขนมจีน,KG,,,23,,,,N,0,,,
'12010038,KWANG TUNG,กวางตุ้ง,KG,,,24,,,,N,0,,,
'12010049,MORNING GLORY,ผักบุ้งไทย,KG,,,24,,,,N,0,,,
'12010019,CHINESE MORNING GLORY,ผักบุ้งจีน,KG,,,24,,,,N,0,,,
'15010116,GREEN MUSTARD PIGEON DOUBLE 140G.(1x6)/(68666),ผักกาดดอง(ฝาดึง)นกพิราบคู่ 140ก.(1x6)/(68666),CAN,,,25,,,,N,0,,,
'15010083,GREEN MUSTARD PICKLE PIGEON 140G.(1x6)/(67886),ผักกาดดองนกพิราบคู่ 140ก.(1x6)/(67886),CAN,,,25,,,,N,0,,,
'12010002,BANANA FLOWER,หัวปลี,EA,,,25,,,,N,0,,,
'12010129,CORN ON THE NO COB,ข้าวโพดฝัก(ไม่ปอกเปลือก),KG,,,25,,,,N,0,,,
'12000074,มะม่วงแก้วขมิ้น (ดิบ),มะม่วงแก้วขมิ้น(ดิบ),KG,,,25,,,,N,0,,,
'12000019,MANGO,มะม่วงดิบ,KG,,,25,,,,N,0,,,
'15010078,CANNED FISH IN TOMATO SAUCE,ปลากระป๋องในซอสมะเขือเทศ,CAN,,,26,,,,N,0,,,
'15010135,MACKEREL IN TOMATO ROZA 155 G. (1x10) (142387),ปลาป๋องในซอสมะเขือเทศโรซ่า 155ก.(1x10)/(142387),CAN,,,26,,,,N,0,,,
'15010102,CHINESE HERB,เครื่องตุ๋นยาจีน,PACK,,,26,,,,N,0,,,
'12010061,POTATO SWEET,มันเทศ,KG,,,28,,,,N,0,,,
'12010060,POTATO LARGE,มันฝรั่งใหญ่,KG,,,29,,,,N,0,,,
'12010057,ONION LARGE,หอมใหญ่,KG,,,29,,,,N,0,,,
15010050,RICE ROASTED RAITIP 500G. (221067),ข้าวคั่วไร่ทิพย์ 500ก.(221067),BAG,,,30,,,,N,0,,,
'15010179,น้ำใบย่านาง,น้ำใบย่านาง,BAG,,,30,,,,N,0,,,
15010065,SAKU DRY SEED 500G./BAG,สาคูเม็ดเล็กตราปลามังกร(สีขาว) 500ก./ถุง,BAG,,,30,,,,N,0,,,
'12000023,PANDANUS LEAVES,เตยหอม,KG,,,30,,,,N,0,,,
31000262,BANANA LEAVE,ใบตอง,Kg,,,30,,,,N,0,,,
'12010022,CORN ON THE COB,ข้าวโพดฝัก(ปอกเปลือก),KG,,,30,,,,N,0,,,
'15010069,PICKLED,ผักกาดดอง,KG,,,30,,,,N,0,,,
'12010089,มันม่วง,มันม่วง,KG,,,30,,,,N,0,,,
'15040004,NOODLE BIG,ก๋วยเตี๋ยวเส้นใหญ่,KG,,,32,,,,N,0,,,
'15040010,NOODLE BIG RED LOTUS,ก๋วยเตี๋ยวเส้นใหญ่ตราดอกบัว,KG,,,32,,,,N,0,,,
'12010114,CABBAGE  WHITE,กะหล่ำปลีขาว,KG,,,32,,,,N,0,,,
'12010082,WHITE LETTUCE,กาดขาว,KG,,,32,,,,N,0,,,
'12010062,PUMPKIN LARGE,ฟักทองใหญ่,KG,,,32,,,,N,0,,,
'12010081,TURNIP WHITE,หัวไชเท้า,KG,,,33,,,,N,0,,,
'12010116,ACAEIAL INSUAVIS,ชะอม,BUNDLE,,,34,,,,N,0,,,
'15010099,CHEST NUT 100G.,เกาลัดอบก่อหยวน 100ก.,BAG,,,35,,,,N,0,,,
'12010103,RED CABBAGE,กะหล่ำม่วง,KG,,,36,,,,N,0,,,
'15010160,SLICED PICKLED CABBAGE(164074),ผักกาดดอง(หั่น)/(164074),KG,,,36,,,,N,0,,,
12010171,EGGPLANT PURPLE LONG : ,มะเขือม่วงยาว,KG,,,36,,,,N,0,,,
'15040014,SAPAM NOODLE YELLOW,หมี่สะปำ,KG,,,37,,,,N,0,,,
'14000021,CREAMER SWEETENED BEVERAGE 388 G.(1x3)/(24700),ครีมเทียมข้นหวานคาร์เนชัน 388ก.(1x3)/(24700),CAN,,,38,,,,N,0,,,
'14000022,ครีมพร่องไขมันคาร์เอ็กตร้า 385ก.(1x6)/23569,ครีมพร่องไขมันคาร์เอ็กตร้า 385ก.(1x6)/(23569),CAN,,,38,,,,N,0,,,
14000007,MILK SWEET CONDENSED CANATION 380G.(1x6)(829604),นมข้นหวานคาร์เนชันพลัส 380ก.(1x6)/(829604),CAN,,,38,,,,N,0,,,
14000008,MILK UNSWEET CANATION 405G.(1x6)/(24388),นมจืด 405ก.ตราคาเนชั่่น(1x6)/(24388),CAN,,,38,,,,N,0,,,
'15040013,RICE NOODLE,เส้นจันทร์กระต่าย,KG,,,38,,,,N,0,,,
'12010024,CUCUMBER SMALL,แตงกวาเล็ก,KG,,,38,,,,N,0,,,
'15040016,NOODLE SMALL,ก๋วยเตี๋ยวเส้นเล็ก,KG,,,38,,,,N,0,,,
'15040017,NOODLE SMALL # LOTUS,ก๋วยเตี๋ยวเส้นเล็กตราดอกบัว,KG,,,38,,,,N,0,,,
'15040011,NOODLE CHAN,ก๋วยเตี๋ยวเส้นจันทร์(เส้นผัดไท)ตรากระต่าย,KG,,,38,,,,N,0,,,
'15010024,FERMENTED FISH SAUCE TUM-MUA 350ML.(841206),น้ำปลาร้าปรุงรสตราตำมั่ว 500มล.(841206),BTL,,,40,,,,N,0,,,
'12010140,KEELEK LEAVES,ใบขี้เหล็กต้ม,KG,,,40,,,,N,0,,,
'15090011,SUGAR WHITE  1KG.,น้ำตาลทรายขาว 1 กก.,KG,,,40,,,,N,0,,,
15090006,PLAM SUGAR RED,น้ำตาลปี๊ปแดง KG,KG,,,40,,,,N,0,,,
'15090020,PLAM SUGAR WHITE,น้ำตาลปี๊ปขาว,KG,,,40,,,,N,0,,,
'12010045,LUFFA,บวบเหลี่ยม,KG,,,40,,,,N,0,,,
'12010021,CHOA PRAYA EGGPLANT,มะเขือเปราะ,KG,,,40,,,,N,0,,,
'12010125,CALAHASH,ลูกน้ำเต้า,KG,,,40,,,,N,0,,,
'15130061,RED PORK POWDER,ผงหมูแดง,PACK,,,40,,,,N,0,,,
'15010076,DRY SEA WEED (1PACK/50G.),สาหร่ายแบบกลมสำหรับแกงจืด(1 แพ็คเท่ากับ 50ก.),PACK,,,40,,,,N,0,,,
'12000026,PINEAPPLE LARGE,สับปะรดใหญ่,PCS,,,40,,,,N,0,,,
'15040006,NOODLE GLASS 400G.(1x12),เส้นหมี่หุ้นช้างสามเศียร 400ก.(1x12),BAG,,,40,,,,N,0,,,
'12010023,CUCUMBER LARGE,แตงกวาใหญ่,KG,,,42,,,,N,0,,,
'12010026,EGG PLANT GREEN LONG,มะเขือยาวเขียว,KG,,,42,,,,N,0,,,
15010032,KIDNEY BEANS 500G.(830331),ถั่วแดงหลวง 500ก.(830331),BAG,,,43,,,,N,0,,,
'15010054,TAIPLA  BOTTLE LARGE,ไตปลาขวดใหญ่,BTL,,,45,,,,N,0,,,
'15120062,YEN TA FOUR SAUCE,ซอสเย็นตาโฟ,BTL,,,45,,,,N,0,,,
'12010037,KAMIN FRESH,ขมิ้นสด,KG,,,45,,,,N,0,,,
'12010036,KALE,คะน้า,KG,,,45,,,,N,0,,,
'12010150,PUMPKIN SMALL,ฟักทองเล็ก,KG,,,45,,,,N,0,,,
'12010121,BAMBOO SHOOTS PICKLED KG.,หน่อไม้ดอง,KG,,,45,,,,N,0,,,
'12010001,BABY CORN,ข้าวโพดอ่อน,KG,,,46,,,,N,0,,,
15010147,PEELED SPLIT MUNG BEAN RAITIP 500G. (1x6)/(22324),ถั่วเขียวเลาะเปลือกไร่ทิพย์ 500ก.(1x6)/(223244),BAG,,,48,,,,N,0,,,
15010044,PEELED PEANUTS RAITIP 500G.(1x6)/(185825),ถั่วลิสงเลาะเปลือกไร่ทิพย์ 500ก.(1x6)/(185825),BAG,,,48,,,,N,0,,,
'15050006,แป้งมันสำปะหลังตราเจดีย์ 400ก.,แป้งมันสำปะหลัง ตราเจดีย์ 400ก.,BAG,,,50,,,,N,0,,,
'16020005,JELATINE  BLACK,เฉาก๊วย(วุ้นดำ),KG,,,50,,,,N,0,,,
'15010106,CORN SUGAR SURUB,แบะแซะใส,KG,,,50,,,,N,0,,,
'15050003,FLOUR RICE ERAWAN 1KG.(183877),แป้งข้าวเจ้า ช้างสามเศียร 1 กก.(183877),KG,,,50,,,,N,0,,,
'15050004,FLOUR TAPIOCA JADE LEAF 1 KG.(170111),แป้งมันสำปะหลัง ใบหยก 1 กก.(170111),KG,,,50,,,,N,0,,,
'15050028,แป้งมันสำปะหลัง ตราเจดีย์ 1 กก.,แป้งมันสำปะหลัง ตราเจดีย์ 1 กก.,KG,,,50,,,,N,0,,,
'15130071,ปูนแดง,ปูนแดง,KG,,,50,,,,N,0,,,
'15010150,PICKLED LETTUCE SWEET,ผักกาดดองหวาน,KG,,,50,,,,N,0,,,
'12010017,CHILLI FINGER ( GREEN ),พริกชี้ฟ้าเขียว,KG,,,50,,,,N,0,,,
'12010018,CHILLI FINGER ( RED ),พริกชี้ฟ้าแดง,KG,,,50,,,,N,0,,,
'15010043,PEANUT GROUND RAITIP 500G.(829924),ถั่วลิสงป่นไร่ทิพย์ 500ก.(829924),BAG,,,55,,,,N,0,,,
'12010138,KANANG,แขนง,KG,,,55,,,,N,0,,,
'12010071,SWEET BASIL,โหระพา,KG,,,55,,,,N,0,,,
'12010034,HOT BASIL,กระเพรา,KG,,,55,,,,N,0,,,
'12010042,LETTUCE ICEBERG,กาดแก้ว,KG,,,55,,,,N,0,,,
'12010131,GALANGA WHOLE STRONG,ข่าแก่,KG,,,55,,,,N,0,,,
'12010030,GALANGA WHOLE YOUNG(323648),ข่าอ่อน(323648),KG,,,55,,,,N,0,,,
'12010093,CAULIFIOWER EXPORT,ดอกกะหล่ำนอก,KG,,,55,,,,N,0,,,
'12010092,BROCCOLI,บล็อคโคลี่,KG,,,55,,,,N,0,,,
'12010043,LOCAL PEPPER GREEN,พริกหยวก,KG,,,55,,,,N,0,,,
'12010101,PALM HEAD,ยอดมะพร้าว(หัว),KG,,,55,,,,N,0,,,
'15140011,STICKY RICE WHITE,ข้าวเหนียวขาวดิบ,BAG,,,60,,,,N,0,,,
'12010050,MUSHROOM ERYNJI 1KG.,เห็ดเออรินจิ 1 กก.,KG,,,60,,,,N,0,,,
'12010153,SHOWN LEAVES CUT,โชนหั่น,KG,,,60,,,,N,0,,,
'12010046,MANGLUK LEAVE,ใบแมงลัก,KG,,,60,,,,N,0,,,
'12010012,CHAPOO LEAVES,ใบชะพลู,KG,,,60,,,,N,0,,,
'12010063,RA LEAF,ใบรา,KG,,,60,,,,N,0,,,
'12010079,TURNIP DRIED FLAKE,ไชโป๊วสับ,KG,,,60,,,,N,0,,,
'12010080,TURNIP FLAKE,ไชโป๊วหวานฝอย,KG,,,60,,,,N,0,,,
'12010145,OKRA,กระเจี๊ยบเขียว,KG,,,60,,,,N,0,,,
'15060015,SHRIMP PASTE CURRY,กะปิแกง,KG,,,60,,,,N,0,,,
'16020002,KANOM LOD CHONG PANDANUS,ขนมลอดช่องใบเตย,KG,,,60,,,,N,0,,,
'15140016,WHITH GLUTINOUS RICE RAITIP 1 KG. (223239),ข้าวเหนียว ไร่ทิพย์ 1 กก.(223239),KG,,,60,,,,N,0,,,
'15140010,ข้าวเหนียวดิบเขี้ยวงูไร่ทิพย์ 1กก.(223239),ข้าวเหนียวดิบเขี้ยวงู ไร่ทิพย์ 1กก.(223239),KG,,,60,,,,N,0,,,
'15090025,SUGAR GROUD 1 KG.,น้ำตาลกรวด 1 กก.,KG,,,60,,,,N,0,,,
'15040012,NOODLE SMALL YELLOW,บะหมี่เหลือง,KG,,,60,,,,N,0,,,
'12010126,CHILI BRID GREEN,พริกขี้หนูเขียว(ไม่เด็ด),KG,,,60,,,,N,0,,,
'12010096,EGGPLANT PURPLE,มะเขือม่วงกลม,KG,,,60,,,,N,0,,,
'12000039,LEMON YELLOW BIG,มะนาวเหลือง,KG,,,60,,,,N,0,,,
'12010123,BITTER CUCUMBER,มะระ,KG,,,60,,,,N,0,,,
'15010065,SAKU DRY SEED,สาคูเม็ดเล็กตรามังกร 7 ดาว(สีขาว),KG,,,60,,,,N,0,,,
'16020004,COCONUT JELATINE (PACK),วุ้นมะพร้าว(ใส่ในของหวาน),PACK,,,60,,,,N,0,,,
'12010074,TARO ROOT,เผือก,KG,,,62,,,,N,0,,,
'12010020,CHINESES CHIVES,กุ้ยฉ่ายเขียว(ต้น),KG,,,65,,,,N,0,,,
'12010031,GINGER OLD,ขิงแก่,KG,,,65,,,,N,0,,,
'12010113,BAMBOO YELLOW FLAK,หน่อไม้เหลืองฝอย,KG,,,65,,,,N,0,,,
'12010112,BAMBOO PICKLED YELLOW,หน่อไม้เหลืองยาว(ต้ม),KG,,,65,,,,N,0,,,
'12010128,CHINESE SALTED RADISH,หัวไชโป๊วเค็ม,KG,,,65,,,,N,0,,,
'15010162,TEK KA KEE 200 G.,เต็กกากี่ 200 ก.,BAG,,,70,,,,N,0,,,
'15010072,FRIED GARLIC 0.5KG,กระเทียมเจียว 0.5 กก.,BAG,,,70,,,,N,0,,,
'16010011,WONTON SHEET 100 PCS,แผ่นเกี้ยว 100 แผ่น,KG,,,70,,,,N,0,,,
'12010068,ROMAIN COS CHINESE,โรแมนคอส,KG,,,70,,,,N,0,,,
'12010035,KAFFIR LIME LEAVE,ใบมะกรูด,KG,,,70,,,,N,0,,,
'15060004,GROUND SHRIMP PASTE,กะปิน้ำพริก,KG,,,70,,,,N,0,,,
'12010032,GINGER SLICED,ขิงฝอย,KG,,,70,,,,N,0,,,
'12010085,ZUCHINI,ซูกินีเขียว,KG,,,70,,,,N,0,,,
'15010028,GREEN BEAN,ถั่วเขียว,KG,,,70,,,,N,0,,,
'15040018,NOODLE SMALL GREEN,บะหมี่หยก,KG,,,70,,,,N,0,,,
'12010105,SHALLOT (CUT),หอมแดงพม่า(แกะ),KG,,,70,,,,N,0,,,
12010179,หอมอินโดใหญ่(แกะ),หอมอินโดใหญ่(แกะ),Kg,,,70,,,,N,0,,,
15150014,ฟองเต้าหู้(เต็กกากี่),ฟองเต้าหู้(เต็กกากี่),PACK,,,70,,,,,,,,
15130035,ผงปรุงรส คนอร์รสทิพย์ไก่ 400ก.,ผงปรุงรส คนอร์รสทิพย์ไก่ 400ก.,BAG,,,75,,,,,,,,
'12010067,RHY ZOME,กระชาย,KG,,,75,,,,N,0,,,
'15010115,GREEN BEAN HALF,ถั่วเขียวซีก,KG,,,75,,,,N,0,,,
12010180,บวบงู,บวบงู,KG,,,75,,,,,,,,
'12010078,TOMATO SEDA,มะเขือเทศสีดา,KG,,,76,,,,N,0,,,
'15060005,KATI PASTE CURRY,เครื่องแกงกะทิ,KG,,,80,,,,N,0,,,
'15060012,PED PASTE CURRY,เครื่องแกงผัดเผ็ด,KG,,,80,,,,N,0,,,
'15060016,SOUR CURRY,เครื่องแกงส้ม,KG,,,80,,,,N,0,,,
'12010069,SMALL LOTUS LEAF,ใบบัวบก,KG,,,80,,,,N,0,,,
'12010132,GARLIC LARGE,กระเทียมใหญ่,KG,,,80,,,,N,0,,,
'12010087,กระเทียมจีนหัว,กระเทียมจีนหัว,KG,,,80,,,,N,0,,,
'12010139,KEELEK FLOWER,ดอกขี้เหล็กต้ม,KG,,,80,,,,N,0,,,
'12010155,TAM LUAN,ตำลึง,KG,,,80,,,,N,0,,,
'12010107,TAM LUNG,ตำลึง(เด็ด),KG,,,80,,,,N,0,,,
'12010095,CHILI BRID GREEN (CUT),พริกขี้หนูเขียว(เด็ด),KG,,,80,,,,N,0,,,
'12010013,CHILI BRID RED,พริกขี้หนูแดง,KG,,,80,,,,N,0,,,
'12010136,JAPANESE PUMPKIN,ฟักทองญี่ปุ่น,KG,,,80,,,,N,0,,,
'16020011,LOD CHONG SINGAPORE,ลอดช่องสิงค์โปร์,KG,,,80,,,,N,0,,,
'15010079,ADLAY SEED 1KG.,เมล็ดเดือย 1 กก.,KG,,,85,,,,N,0,,,
'15010075,RED BEAN  BIG,ถั่วแดงหลวง,KG,,,85,,,,N,0,,,
'10050041,LOUK CHIN PLA,ลูกชิ้นปลากลม,PACK,,,85,,,,N,0,,,
'12010041,LETTUCE GREEN,กาดหอมสีเขียว,KG,,,88,,,,N,0,,,
'12010076,TOMATO QUEEN,มะเขือเทศราชินี,KG,,,88,,,,N,0,,,
'15000028,TEA POWDER LOCAL 400 G. (155655),ชาตรามือฉลากแดง 400ก.(155655),BAG,,,90,,,,N,0,,,
'15040001,BEAN VERMICHILI 500G. (742222),วุ้นเส้นตราต้นไผ่ 500ก.(742222),BAG,,,90,,,,N,0,,,
'12010051,MUSHROOM JELLY,เห็ดหูหนูสด,KG,,,90,,,,N,0,,,
'16020003,KANOM KLONG KLEAK,ขนมคลองแคลงดิบ,KG,,,90,,,,N,0,,,
'12010111,TURMERIC WHITE,ขมิ้นขาว,KG,,,90,,,,N,0,,,
'12010044,LONG PARSLES,ชีใบเลื่อย,KG,,,90,,,,N,0,,,
'12010070,STRING BEANS,ถั่วฝักยาว,KG,,,90,,,,N,0,,,
'16020012,LOOK CHID,ลูกชิด,KG,,,90,,,,N,0,,,
'16010028,SPRING ROLL YUN,แผ่นปอเปี๊ยะญวน,PACK,,,90,,,,N,0,,,
'16010027,SPRING ROLL SHEET LOCAL(1*40),แผ่นปอเปี๊ยะสด (1*40),PACK,,,90,,,,N,0,,,
